ticket_ID,buyer_name,price,date_of_sale,used,tier,match_ID,spectator_ID
134,Devin Edwards,594,2016-10-28,1,2,-1947431082338888249,134
135,Tony Gonzales,768,2016-10-28,1,1,-1947431082338888249,135
136,Karen Johnson,419,2016-10-28,1,2,-1947431082338888249,136
137,Angela Morgan,603,2016-10-28,1,2,-1947431082338888249,137
138,Jason Smith,218,2016-10-28,1,1,-1947431082338888249,138
139,Tracy Miller,600,2016-10-28,1,3,-1947431082338888249,139
140,Mr. James Valencia,423,2016-10-28,1,1,-1947431082338888249,140
141,Brian Brown,686,2016-10-28,1,2,-1947431082338888249,141
142,Barbara Morgan,691,2016-10-28,1,2,-1947431082338888249,142
143,Darren Davis,757,2016-10-28,1,1,-1947431082338888249,143
144,William Stephens,740,2016-10-28,1,1,-1947431082338888249,144
145,Katherine Christensen,142,2016-10-28,1,1,-1947431082338888249,145
146,Sean Roberts,736,2016-10-28,1,1,-1947431082338888249,146
147,Nicholas Glenn,537,2016-10-28,1,1,-1947431082338888249,147
148,Jessica Williams,563,2016-10-28,1,1,-1947431082338888249,148
149,Nathan Goodman,231,2016-10-28,1,1,-1947431082338888249,149
150,Ann Powers,731,2016-10-28,1,2,-1947431082338888249,150
151,Samantha Jackson,947,2016-10-28,1,1,-1947431082338888249,151
152,Jennifer Hickman,418,2016-10-28,1,1,-1947431082338888249,152
153,Amanda Brooks,264,2016-10-28,1,1,-1947431082338888249,153
154,Robin Logan DVM,115,2016-10-28,1,1,-1947431082338888249,154
155,Lisa Willis,970,2016-10-28,1,2,-1947431082338888249,155
156,Patricia Bryan DDS,922,2016-10-28,1,3,-1947431082338888249,156
157,Melissa Smith,225,2016-10-28,1,1,-1947431082338888248,157
158,Timothy Hunt,719,2016-10-28,1,2,-1947431082338888248,158
159,Brian Sutton,571,2016-10-28,1,1,-1947431082338888248,159
160,Erika Wang,620,2016-10-28,1,1,-1947431082338888248,160
161,Eddie Williams,265,2016-10-28,1,1,-1947431082338888248,161
162,Alexis Norris,528,2016-10-28,1,2,-1947431082338888248,162
163,Adrienne Cooper,591,2016-10-28,1,2,-1947431082338888248,163
164,Shirley Mcmahon,173,2016-10-28,1,1,-1947431082338888248,164
165,Matthew Taylor,847,2016-10-28,1,1,-1947431082338888248,165
166,David Collins,713,2016-10-28,1,1,-1947431082338888248,166
167,James Stanley,506,2016-10-28,1,1,-1947431082338888248,167
168,Sheri Fox,341,2016-10-28,1,1,-1947431082338888248,168
169,Janet Shepherd,381,2016-10-28,1,3,-1947431082338888248,169
170,Martin Meyer,301,2016-10-28,1,2,-1947431082338888248,170
171,Joshua Edwards,996,2016-10-28,1,1,-1947431082338888248,171
172,Samantha Chapman,933,2016-10-28,1,1,-1947431082338888248,172
173,Kevin Mcbride,645,2016-10-28,1,1,-1947431082338888248,173
174,William James,514,2016-10-28,1,3,-1947431082338888248,174
175,Mr. Brandon Wade,553,2016-10-28,1,1,-1947431082338888248,175
176,Cindy Moore,614,2016-10-28,1,1,-1947431082338888248,176
177,Jose Esparza,836,2016-10-28,1,1,-1947431082338888248,177
178,Kim Mckinney,129,2016-10-28,1,2,-1947431082338888248,178
179,Edward Kelly,386,2016-10-28,0,2,-1947431082338888248,179
180,Edward Delgado,235,2016-10-28,1,2,-1947431082338888248,180
181,Christina Boyd,404,2016-10-28,1,1,-1947431082338888248,181
182,Jerome Reilly,589,2016-10-28,1,2,-1947431082338888248,182
183,Jessica Mckenzie,532,2016-10-28,1,3,-1947431082338888248,183
184,Russell Gregory,628,2016-10-28,1,1,-1947431082338888248,184
185,Aaron Schmidt,695,2016-10-28,1,1,-1947431082338888248,185
186,Emily Pope,785,2016-10-28,1,1,-1947431082338888248,186
187,Benjamin Ward,256,2016-10-28,1,1,-1947431082338888248,187
188,Sherry Mejia,240,2016-10-28,1,1,-1947431082338888248,188
189,Cynthia Horton,996,2016-10-28,1,1,-1947431082338888248,189
190,Jeremy Green,733,2016-10-28,1,2,-1947431082338888248,190
191,Ricardo Hall,920,2016-10-28,1,1,-1947431082338888248,191
192,Krystal Wade,280,2016-10-28,1,1,-1947431082338888248,192
193,Anthony Bernard,496,2016-10-28,1,1,-1947431082338888248,193
194,Michelle Bond,343,2016-10-28,1,1,-1947431082338888248,194
195,Brian Hull,555,2016-10-28,1,1,-1947431082338888248,195
196,Sara Quinn,129,2016-10-28,1,2,-1947431082338888248,196
197,Jeffrey Kent,667,2016-10-28,1,1,-1947431082338888248,197
198,Samantha Taylor,905,2016-10-28,0,2,-1947431082338888247,198
199,Joseph Smith,124,2016-10-28,1,2,-1947431082338888247,199
200,Joshua Davis,745,2016-10-28,1,1,-1947431082338888247,200
201,David Reilly,812,2016-10-28,1,3,-1947431082338888247,201
202,Zachary Buchanan,973,2016-10-28,1,1,-1947431082338888247,202
203,Brian Lopez,800,2016-10-28,1,1,-1947431082338888247,203
204,Melissa Maynard,563,2016-10-28,1,1,-1947431082338888247,204
205,John Meyers,810,2016-10-28,1,1,-1947431082338888247,205
206,Amanda Curtis,191,2016-10-28,1,1,-1947431082338888247,206
207,William Chaney,472,2016-10-28,1,2,-1947431082338888247,207
208,Angela Castaneda,384,2016-10-28,1,1,-1947431082338888247,208
209,Brenda Ortiz,625,2016-10-28,1,1,-1947431082338888247,209
210,Brandi Brown,452,2016-10-28,1,2,-1947431082338888247,210
211,April Davis,827,2016-10-28,1,2,-1947431082338888247,211
212,Heather Ward,359,2016-10-28,1,2,-1947431082338888247,212
213,Megan Barnes,308,2016-10-28,1,1,-1947431082338888247,213
214,Kenneth Todd,879,2016-10-28,1,1,-1947431082338888247,214
215,William Freeman,259,2016-10-28,0,1,-1947431082338888247,215
216,Sarah Shah,816,2016-10-28,1,1,-1947431082338888247,216
217,Tyler Hunt,419,2016-10-28,1,1,-1947431082338888247,217
218,Chloe Craig,968,2016-10-28,1,1,-1947431082338888247,218
219,Christine Ford,119,2016-10-28,1,3,-1947431082338888247,219
220,Paul Deleon,511,2016-10-28,1,3,-1947431082338888247,220
221,Christopher Pruitt,939,2016-10-28,1,1,-1947431082338888247,221
222,Hannah Shannon,997,2016-10-28,1,2,-1947431082338888247,222
223,Shawn Robinson,119,2016-10-28,1,1,-1947431082338888247,223
224,Robert Hill,499,2016-10-28,0,1,-1947431082338888247,224
225,Lauren Adams,690,2016-10-28,1,1,-1947431082338888247,225
226,Jessica Harris,198,2016-10-28,1,1,-1947431082338888247,226
227,Daniel Smith,427,2016-10-28,1,1,-1947431082338888247,227
228,Jacob Gutierrez,832,2016-10-28,1,1,-1947431082338888247,228
229,Michael Wise,502,2016-10-28,1,2,-1947431082338888247,229
230,Nicole Jarvis,726,2016-10-28,1,1,-1947431082338888247,230
231,Jeffrey Parker,929,2016-10-28,1,1,-1947431082338888247,231
232,John Shepard,997,2016-10-28,1,1,-1947431082338888247,232
233,Julie Blankenship,139,2016-10-28,1,1,-1947431082338888247,233
234,Hannah Thompson,781,2016-10-28,1,1,-1947431082338888247,234
235,Sarah Vargas,364,2016-10-28,1,3,-1947431082338888247,235
236,Benjamin Gonzalez,234,2016-10-28,1,1,-1947431082338888247,236
237,Gail Butler,322,2016-10-28,1,1,-1947431082338888247,237
238,Brittany Kirby,368,2016-10-28,1,1,-1947431082338888247,238
239,Maria Keller,964,2016-10-28,1,1,-1947431082338888247,239
240,Raymond Herrera,193,2016-10-28,0,1,-1947431082338888247,240
241,Scott Nguyen,747,2016-10-28,1,2,-1947431082338888247,241
242,Marilyn Huang,773,2016-10-28,1,1,-1947431082338888247,242
243,James Chan,733,2016-10-28,1,1,-1947431082338888247,243
244,Joseph Martinez MD,331,2016-10-28,1,1,-1947431082338888247,244
245,Timothy Sanchez,755,2016-10-28,1,3,-1947431082338888247,245
246,Donna Ritter,275,2016-10-28,1,1,-1947431082338888247,246
247,Tina Ray,546,2016-10-28,1,2,-1947431082338888247,247
248,Aaron Russell,232,2016-10-28,1,1,-1947431082338888247,248
249,Sheri Stein,980,2016-10-28,1,1,-1947431082338888247,249
250,Cassandra George,721,2016-10-28,1,1,-1947431082338888247,250
251,Stephen Jones,767,2016-10-28,1,1,-1947431082338888247,251
252,Brian Allen,323,2016-10-28,1,1,-1947431082338888247,252
253,Wesley Scott,300,2016-10-28,0,1,-1947431082338888247,253
254,Destiny Hutchinson,930,2016-10-28,1,1,-1947431082338888247,254
255,Donald Rodriguez,899,2016-10-28,1,1,-1947431082338888247,255
256,Suzanne Carrillo,726,2016-10-28,1,1,-1947431082338888247,256
257,Antonio Sullivan,175,2016-10-28,1,1,-1947431082338888247,257
258,Ethan Munoz,274,2016-10-28,1,1,-1947431082338888247,258
259,Heather Parker,423,2016-10-28,1,1,-1947431082338888247,259
260,Erin Rose,514,2016-10-28,1,1,-1947431082338888247,260
261,Cassandra Fischer,283,2016-10-28,1,1,-1947431082338888247,261
262,Theresa Miller,754,2016-10-28,1,2,-1947431082338888247,262
263,Evan Walter,662,2016-10-28,0,3,-1947431082338888247,263
264,Carolyn Pena,709,2016-10-28,1,1,-1947431082338888247,264
265,William Lang,483,2016-10-28,1,1,-1947431082338888247,265
266,Adam Warner,955,2016-10-28,1,1,-1947431082338888247,266
267,Pamela Liu,599,2016-10-28,1,2,-1947431082338888247,267
268,Heather Hicks,359,2016-10-28,1,2,-1947431082338888247,268
269,Andres Underwood,357,2016-10-28,1,1,-1947431082338888247,269
270,Bailey Larsen,648,2016-10-28,1,1,-1947431082338888247,270
271,Christopher Watson,103,2016-10-28,1,1,-1947431082338888247,271
272,Victor Ewing,163,2016-10-28,1,2,-1947431082338888247,272
273,Yvonne Ramos,324,2016-10-28,1,2,-1947431082338888247,273
274,David Olson,749,2016-10-28,1,2,-1947431082338888247,274
275,David Scott,886,2016-10-28,1,2,-1947431082338888247,275
276,Sierra Collins,706,2016-10-28,1,1,-1947431082338888247,276
277,Haley Snyder,887,2016-10-28,1,1,-1947431082338888247,277
278,Raymond House,936,2016-10-28,1,1,-1947431082338888247,278
279,John Rojas,473,2016-10-28,1,1,-1947431082338888247,279
280,Christy King,140,2016-10-28,1,2,-1947431082338888247,280
281,Erin Joyce,488,2016-10-28,1,2,-1947431082338888247,281
282,Samuel Cole,583,2016-10-28,1,1,-1947431082338888247,282
283,Samantha Hicks,495,2016-10-28,1,1,-1947431082338888246,283
284,Sean Dunn,917,2016-10-28,1,3,-1947431082338888246,284
285,Christina Watson,879,2016-10-28,1,1,-1947431082338888246,285
286,Robert Green,598,2016-10-28,1,2,-1947431082338888246,286
287,Andrea Duran,502,2016-10-28,1,3,-1947431082338888246,287
288,William Simpson,387,2016-10-28,1,2,-1947431082338888246,288
289,Patty York,773,2016-10-28,1,2,-1947431082338888246,289
290,Stephanie Lewis,792,2016-10-28,1,1,-1947431082338888246,290
291,Craig Mcintyre,527,2016-10-28,1,1,-1947431082338888246,291
292,Jesse Hoffman,900,2016-10-28,1,1,-1947431082338888246,292
293,Wendy Thompson,484,2016-10-28,1,1,-1947431082338888246,293
294,Christopher Herman,305,2016-10-28,1,2,-1947431082338888246,294
295,Amanda Mcconnell,541,2016-10-28,1,1,-1947431082338888246,295
296,Cathy Kline,293,2016-10-28,1,1,-1947431082338888246,296
297,John Christian,595,2016-10-28,1,1,-1947431082338888246,297
298,Sherry Turner,999,2016-10-28,1,1,-1947431082338888246,298
299,Shannon Wright,124,2016-10-28,1,1,-1947431082338888246,299
300,Desiree Bryan,713,2016-10-28,1,3,-1947431082338888246,300
301,Michael Lopez,861,2016-10-28,1,1,-1947431082338888246,301
302,Darren Duncan,587,2016-10-28,1,1,-1947431082338888246,302
303,Richard Barrett,718,2016-10-28,1,2,-1947431082338888246,303
304,Amy Ingram,807,2016-10-28,1,1,-1947431082338888246,304
305,Johnny Cole,798,2016-10-28,1,1,-1947431082338888246,305
306,Lisa Wolfe,308,2016-10-28,1,1,-1947431082338888246,306
307,Roger Kim,509,2016-10-28,1,1,-1947431082338888246,307
308,Tara Tucker,583,2016-10-28,1,1,-1947431082338888246,308
309,William Hendrix,490,2016-10-28,1,1,-1947431082338888246,309
310,Bryan Parsons,165,2016-10-28,1,1,-1947431082338888246,310
311,Thomas Mosley,244,2016-10-28,0,1,-1947431082338888246,311
312,Rebecca Kelley,219,2016-10-28,1,1,-1947431082338888246,312
313,John Gray,350,2016-10-28,1,1,-1947431082338888246,313
314,Mary Keith,415,2016-10-28,1,1,-1947431082338888246,314
315,Julie Galloway,851,2016-10-28,1,1,-1947431082338888246,315
316,Richard Fox,521,2016-10-28,1,1,-1947431082338888246,316
317,Edward Anderson,819,2016-10-28,1,2,-1947431082338888246,317
318,Troy Petty,882,2016-10-28,1,1,-1947431082338888246,318
319,Mark Villanueva,460,2016-10-28,1,1,-1947431082338888246,319
320,George Banks,241,2016-10-28,1,2,-1947431082338888246,320
321,Sandra Lucas,835,2016-10-28,1,3,-1947431082338888246,321
322,Sandra Blankenship,942,2016-10-28,1,2,-1947431082338888246,322
323,Brandon Smith,147,2016-10-28,1,1,-1947431082338888246,323
324,David Burke,776,2016-10-28,1,1,-1947431082338888246,324
325,Ronald Johnson,346,2016-10-28,1,1,-1947431082338888246,325
326,Austin Baker,384,2016-10-28,1,1,-1947431082338888246,326
327,Kristine Flynn,874,2016-10-28,1,3,-1947431082338888246,327
328,Kathleen Anderson,613,2016-10-28,1,3,-1947431082338888246,328
329,Tanya Wang,972,2016-10-28,1,1,-1947431082338888246,329
330,Donald Moore,247,2016-10-28,1,1,-1947431082338888246,330
331,Frank Peterson,439,2016-10-28,1,1,-1947431082338888246,331
332,Kristina Martinez,619,2016-10-28,1,1,-1947431082338888246,332
333,Jose Buckley,862,2016-10-28,1,3,-1947431082338888246,333
334,Christina Harris,586,2016-10-28,1,1,-1947431082338888246,334
335,Garrett Patton,376,2016-10-28,1,1,-1947431082338888246,335
336,Cynthia Duke,105,2016-10-28,1,1,-1947431082338888246,336
337,Ryan Anderson,284,2016-10-28,1,1,-1947431082338888246,337
338,Jane Gibson,121,2016-10-28,1,1,-1947431082338888246,338
339,Joshua Williams,938,2016-10-28,1,1,-1947431082338888246,339
340,Caitlin Coffey,653,2016-10-28,1,1,-1947431082338888246,340
341,Donald Campos,312,2016-10-28,1,3,-1947431082338888246,341
342,Joseph Hall,872,2016-10-28,1,2,-1947431082338888246,342
343,Thomas Green,806,2016-10-28,1,1,-1947431082338888246,343
344,Jamie Williams,473,2016-10-28,1,1,-1947431082338888246,344
345,Jason Morgan,701,2016-10-28,1,2,-1947431082338888246,345
346,Theresa Zuniga,110,2016-10-28,1,2,-1947431082338888246,346
347,Alexandria White,251,2016-10-28,1,1,-1947431082338888246,347
348,Alyssa Johnson,931,2016-10-28,1,1,-1947431082338888246,348
349,April Arnold,160,2016-10-28,1,1,-1947431082338888246,349
350,Lee Stone,277,2016-10-28,1,2,-1947431082338888246,350
351,Malik Guzman,793,2016-10-28,1,1,-1947431082338888246,351
352,Stephanie Gomez,355,2016-10-28,1,1,-1947431082338888246,352
353,Cheryl Smith,632,2016-10-28,1,1,-1947431082338888246,353
354,Ernest Flores,295,2016-10-28,1,1,-1947431082338888246,354
355,Jennifer Clay,914,2016-10-28,1,1,-1947431082338888246,355
356,Joshua Thomas,698,2016-10-28,1,1,-1947431082338888246,356
357,Anna Munoz,338,2016-10-28,1,1,-1947431082338888246,357
358,John Davidson,617,2016-10-28,1,1,-1947431082338888246,358
359,Jennifer Torres,871,2016-10-28,1,3,-1947431082338888246,359
360,Kayla Haney,241,2016-10-28,1,1,-1947431082338888246,360
361,Melissa Anderson,380,2016-10-28,1,1,-1947431082338888246,361
362,Natalie Shepherd,259,2016-10-28,1,1,-1947431082338888246,362
363,Sandra Russell,342,2016-10-28,1,1,-1947431082338888246,363
364,Alyssa Huang,221,2016-10-28,1,1,-1947431082338888246,364
365,Sheila Russell,421,2016-10-28,1,1,-1947431082338888246,365
366,Philip Mendoza,652,2016-10-28,1,1,-1947431082338888246,366
367,Chad Meyers DDS,987,2016-10-28,1,3,-1947431082338888246,367
368,Sarah Scott,844,2016-10-28,1,2,-1947431082338888245,368
369,Mr. Jeffrey Lara,482,2016-10-28,1,1,-1947431082338888245,369
370,Elizabeth Brooks,673,2016-10-28,1,1,-1947431082338888245,370
371,Zachary Lee,495,2016-10-28,1,2,-1947431082338888245,371
372,Lydia Barnes,187,2016-10-28,1,2,-1947431082338888245,372
373,Roger Walsh,124,2016-10-28,1,1,-1947431082338888245,373
374,Frederick Mckinney,189,2016-10-28,1,1,-1947431082338888245,374
375,Deborah Lowe,278,2016-10-28,1,1,-1947431082338888245,375
376,Karen Smith,724,2016-10-28,1,1,-1947431082338888245,376
377,William Preston,870,2016-10-28,1,2,-1947431082338888245,377
378,Michael Lowery,983,2016-10-28,1,1,-1947431082338888245,378
379,Aaron Ballard,779,2016-10-28,1,1,-1947431082338888245,379
380,Manuel Pierce,700,2016-10-28,1,1,-1947431082338888245,380
381,Marcus Tran,251,2016-10-28,1,1,-1947431082338888245,381
382,Jessica Cook DVM,257,2016-10-28,1,1,-1947431082338888245,382
383,Jennifer Reyes,168,2016-10-28,1,1,-1947431082338888245,383
384,Michael Miller,882,2016-10-28,1,3,-1947431082338888245,384
385,Melanie Hoffman,550,2016-10-28,1,1,-1947431082338888245,385
386,Kyle Clark,926,2016-10-28,1,2,-1947431082338888245,386
387,Robert Webb,181,2016-10-28,1,1,-1947431082338888245,387
388,John Gibbs,775,2016-10-28,1,1,-1947431082338888245,388
389,Cassandra Ramos,620,2016-10-28,1,2,-1947431082338888245,389
390,Ryan Smith,614,2016-10-28,1,1,-1947431082338888245,390
391,Jacqueline Serrano,570,2016-10-28,1,1,-1947431082338888245,391
392,Briana Stephens,993,2016-10-28,1,1,-1947431082338888245,392
393,Gary Kaiser,975,2016-10-28,1,1,-1947431082338888245,393
394,Matthew Rocha,522,2016-10-28,1,1,-1947431082338888245,394
395,Nathaniel Anderson,955,2016-10-28,1,2,-1947431082338888245,395
396,Angel Oliver,432,2016-10-28,1,2,-1947431082338888245,396
397,Stephanie Gardner,799,2016-10-28,1,1,-1947431082338888245,397
398,Johnny Mcdonald,722,2016-10-28,1,1,-1947431082338888245,398
399,Jacob Daniels,363,2016-10-28,1,1,-1947431082338888245,399
400,Latoya Alexander,896,2016-10-28,1,1,-1947431082338888245,400
401,Rodney Jordan,550,2016-10-28,1,2,-1947431082338888245,401
402,Patricia Mckinney,324,2016-10-28,1,3,-1947431082338888245,402
403,Daniel Miller,268,2016-10-28,1,1,-1947431082338888245,403
404,Diane Sandoval,498,2016-10-28,1,1,-1947431082338888245,404
